j1,j2,j3,j4,j5,j6,g
0.24357124969709545,-0.18899356387573946,0.7065255617886526,0.7143535074110745,0.6672211966606165,0.758598594583301,0.5
0.24074799828303028,-0.18803420756197597,0.6994292570554246,0.7074909357673708,0.666677662247216,0.7490868108949049,1.0
0.23754252292484973,-0.18683340997222544,0.6909779225447787,0.7001557093766959,0.6646001411200376,0.737762130721662,0.0
0.23404171801997478,-0.18538907858551126,0.6813260652016361,0.6923837101294503,0.6611313278998668,0.7248157737565801,0.5
0.23033247796582657,-0.18369912088085694,0.6706281919709173,0.684210819916035,0.6564139172074893,0.7104389596926683,1.0
0.22650169715982593,-0.18176144433728575,0.6590388097975423,0.6756729206268496,0.6505906036636897,0.6948229082229337,0.0
0.2226362699993941,-0.1795739564338212,0.646712425626432,0.6668058941522947,0.6438040818892538,0.6781588390403853,0.5
0.21882309088195184,-0.17713456464948665,0.6338035464025069,0.6576456223827708,0.6361970465049662,0.6606379718380307,1.0
0.21514905420492042,-0.17444117646330556,0.6204666790706879,0.6482279872086784,0.6279121921316131,0.642451526308879,0.0
0.2117010543657209,-0.17149169935430145,0.6068563305758954,0.6385888705204179,0.6190922133899798,0.6237907221459382,0.5
0.20856598576177404,-0.1682840408014975,0.5931270078630497,0.6287641542083892,0.6098798049008508,0.6048467790422158,1.0
0.2058307427905011,-0.1648161082839173,0.5794332178770716,0.6187897201629932,0.6004176612850121,0.5858109166907208,0.0
0.20358221984932298,-0.16108580928058416,0.5659294675628814,0.6087014502746301,0.5908484771632485,0.5668743547844611,0.5
0.20190731133566073,-0.15709105127052156,0.5527702638654,0.5985352264337002,0.5813149471563456,0.548228313016445,1.0
0.20089291164693548,-0.1528297417327531,0.5401101137295483,0.5883269305306045,0.5719597658850891,0.5300640110796815,0.0
0.20062591518056808,-0.1482997881463018,0.528103524100246,0.5781124444557424,0.5629256279702636,0.5125726686671773,0.5
0.20119321633397966,-0.14349909799019134,0.5169050019224141,0.567927650099515,0.5543552280326546,0.49594550547194155,1.0
0.20268170950459125,-0.13842557874344505,0.5066690541409732,0.5578084293523223,0.5463912606930477,0.4803737411869824,0.0
0.20517828908982388,-0.13307713788508638,0.4975501877008438,0.547790664104565,0.5391764205722279,0.466048595505308,0.5
0.20876984948709848,-0.1274516828941389,0.48970290954694673,0.5379102362466436,0.5328534022909809,0.4531612881199271,1.0
0.21354328509383624,-0.12154712124962576,0.48328172662420216,0.528203027668958,0.5275649004700916,0.4419030387238472,0.0
0.21958419925789913,-0.11536162888464435,0.4784395592605211,0.5187049367478402,0.5234522448205217,0.43246309385684933,0.5
0.226900732353615,-0.10890948897672693,0.4752341307632451,0.5094528510155077,0.5205748704638136,0.4249123108650809,1.0
0.2353809571463333,-0.10222995093227968,0.47357560905783164,0.5004851911958008,0.5188652759079097,0.4191380438445557,0.0
0.24490261800493188,-0.09536441179030028,0.47336146913366217,0.4918405099000107,0.5182450403821625,0.4150118616654699,0.5
0.2553434592982894,-0.08835426858978589,0.47448918598011836,0.48355735973942876,0.5186357431159251,0.41240533319801936,1.0
0.26658122539528395,-0.08124091836973424,0.476856234586582,0.4756742933253467,0.5199589633385507,0.4111900273124007,0.0
0.2784936606647936,-0.07406575816914279,0.48036008994243473,0.4682298632690559,0.5221362802793921,0.4112375128788098,0.5
0.2909585094756965,-0.06687018502700909,0.4848982270370579,0.4612626221818478,0.5250892731678022,0.41241935876744273,1.0
0.3038535161968708,-0.0596955959823308,0.4903681208598334,0.45481112267501417,0.5287395212331337,0.41460713384849585,0.0
0.3170564251971949,-0.052583388074105106,0.4966672464001428,0.44891391735984604,0.53300860370474,0.4176724069921652,0.5
0.3304449808455471,-0.045574958341329706,0.503693078647368,0.44360955884763525,0.5378180998119741,0.421486747068647,1.0
0.34389692751080525,-0.038711703823002125,0.5113430925908903,0.4389365997496732,0.5430895887841886,0.4259217229481374,0.0
0.3572900095618477,-0.03203502155811981,0.5195147632200912,0.4349335926772512,0.5487446498507367,0.4308489035008324,0.5
0.3705019713675525,-0.025586308585680506,0.5281055655243526,0.431639090241661,0.5547048622409712,0.4361398575969283,1.0
0.38341055729679807,-0.019406961944681382,0.5370129744930563,0.42909164505419395,0.5608918051842449,0.4416661541066212,0.0
0.39589351171846254,-0.013538378674120121,0.5461344651155836,0.4273298097261415,0.5672270579099111,0.4472993619001072,0.5
0.40782857900142416,-0.008021955812994225,0.5553675123813164,0.4263921368687952,0.5736321996473228,0.4529110498475827,1.0
0.41909350351456093,-0.0028990904003012305,0.5646095912796363,0.4263171790934464,0.5800288096258325,0.4583727868192435,0.0
0.42956602962675117,0.0017888205249613843,0.5737581767999247,0.42714348901138677,0.5863384670747936,0.4635561416852859,0.5
0.43912390170687277,0.006000379923795965,0.5827107439315632,0.4289096192339078,0.5924827512235588,0.46833268331590605,1.0
0.44764486412380444,0.009694190757205236,0.591364767663934,0.4316541223723008,0.5983832413014809,0.4725739805813002,0.0
0.4550066612464241,0.012828855986191545,0.599617722986418,0.43541555103785723,0.6039615165379133,0.47615160235166426,0.5
0.46108739379283936,0.015363101762568256,0.6073672784178875,0.440232241326937,0.6091393114858127,0.47893745533984566,1.0
0.46582302468726,0.01727565734605955,0.6145425268281238,0.44610737272382417,0.6138635813683074,0.48085830345914304,0.0
0.4692708537664621,0.018587198467482198,0.6211384578781952,0.45297040137847466,0.6181341690956303,0.48195594604551134,0.5
0.4715034593404268,0.019323682663667987,0.6271583588060463,0.4607415003631374,0.6219575770775282,0.4822866674385661,1.0
0.47259341971913504,0.019511067471448654,0.6326055168496214,0.469340842750061,0.6253403077237479,0.4819067519779228,0.0
0.47261331321256783,0.01917531042765591,0.6374832192468649,0.478688601611494,0.6282888634440362,0.48087248400319693,0.5
0.4716357181307059,0.018342369069121484,0.641794753235721,0.4887049500196854,0.63080974664814,0.4792401478540038,1.0
0.4697332127835308,0.017038200932677192,0.6455434060541345,0.4993100610468834,0.6329094597458064,0.4770660278699593,0.0
0.4669783754810229,0.015288763555154664,0.6487324649400495,0.5104241077653373,0.6345945051467818,0.47440640839067827,0.5
0.4634437845331635,0.01312001447338571,0.6513652171314107,0.5219672632472955,0.6358713852608134,0.4713175737557767,1.0
0.4592020182499335,0.010557911224202023,0.6534449498661622,0.5338597005650066,0.636746602497648,0.46785580830486984,0.0
0.4543256549413137,0.007628411344435378,0.6549749503822481,0.5460215927907194,0.6372266592670319,0.46407739637757295,0.5
0.44888727291728553,0.004357472370917577,0.6559585059176135,0.5583731129966822,0.6373180579787127,0.460038622313502,1.0
0.44295945048782964,0.0007710518404802241,0.6563989037102025,0.5708344342551445,0.6370273010424369,0.455795770452272,0.0
0.4366147659629271,-0.003104892710044882,0.6562994309979595,0.5833257296383544,0.6363608908679513,0.4514051251334986,0.5
0.4299257976525587,-0.007244403743826006,0.6556633750188287,0.5957671722185606,0.6353253298650029,0.4469229706967972,1.0
0.4229651238667058,-0.011621523724031404,0.6544940230107549,0.6080789350680122,0.6339271204433384,0.4424055914817834,0.0
0.4158053229153492,-0.016210295113829223,0.6527946622116821,0.6201811912589571,0.6321727650127048,0.4379092718280725,0.5
0.40851897310846963,-0.020984760376387947,0.6505685798595549,0.6319941138636447,0.6300687659828487,0.43349029607527995,1.0
0.4011786527560484,-0.025918961974875723,0.6478190631923177,0.6434378759543237,0.6276216257635173,0.4292049485630214,0.0
0.39385694016806644,-0.030986942372460802,0.644549399447915,0.6544326506032424,0.6248378467644571,0.4251095136309122,0.5
0.3866264136545046,-0.03616274403231147,0.640762875864291,0.6648986108826498,0.6217239313954152,0.4212602756185678,1.0
0.37955965152534404,-0.04142040941759584,0.6364627796793901,0.6747559298647939,0.6182863820661382,0.41771351886560365,0.0
0.3727292320905656,-0.046733980991482446,0.6316523981311569,0.6839247806219244,0.614531701186373,0.41452552771163537,0.5
0.3662077336601502,-0.0520775012171394,0.6263350184575355,0.6923253362262894,0.6104663911658667,0.4117525864962782,1.0
0.360067734544079,-0.05742501255773496,0.6205139278964704,0.6998777697501377,0.6060969544143658,0.4094509795591478,0.0
0.3543818130523329,-0.06275055747643743,0.6141924136859065,0.7065022542657183,0.6014298933416176,0.4076769912398595,0.5
0.3492225474948929,-0.06802817843641489,0.6073737630637875,0.7121189628452791,0.5964717103573685,0.40648690587802877,1.0
0.34466251618173993,-0.07323191790083589,0.6000612632680581,0.7166480685610696,0.5912289078713654,0.40593700781327113,0.0
0.34077429742285503,-0.07833581833286854,0.5922582015366626,0.720009744485338,0.5857079882933552,0.4060835813852021,0.5
0.3376304695282192,-0.08331392219568112,0.5839678651075456,0.7221241636903333,0.579915454033085,0.406982910933437,1.0
0.33530361080781323,-0.08814027195244187,0.5751935412186511,0.7229114992483038,0.5738578075003011,0.40869128079759137,0.0
0.33386629957161834,-0.09278891006631895,0.5659385171079241,0.7222919242314985,0.567541551104751,0.41126497531728057,0.5
0.3333911141296155,-0.09723387900048087,0.5562060800133086,0.7201856117121662,0.5609731872561812,0.41476027883212035,1.0
0.33395063279178544,-0.10144922121809574,0.5459995171727489,0.7165127347625552,0.5541592183643383,0.41923347568172586,0.0
0.33561743386810944,-0.10540897918233186,0.5353221158241896,0.7111934664549145,0.5471061468389697,0.42474085020571284,0.5
0.33846409566856833,-0.10908719535635744,0.5241771632055752,0.7041479798614926,0.5398204750898218,0.4313386867436965,1.0
0.342563196503143,-0.1124579122033407,0.51256794655485,0.6952964480545385,0.5323087055266417,0.4390832696352923,0.0
0.34798731468181465,-0.11549517218645004,0.5004977531099583,0.6845590441063005,0.524577340559176,0.44803088322011597,0.5
0.35480902851456414,-0.11817301776885365,0.48796987010884446,0.6718559410890274,0.5166328825971718,0.45823781183778284,1.0
0.3631009163113725,-0.12046549141371979,0.474987584789453,0.6571073120749679,0.5084818340503757,0.4697603398279083,0.0
0.37293555638222065,-0.12234663558421673,0.46155418438972834,0.6402333301363707,0.5001306973285347,0.48265475153010795,0.5
0.38438552703708967,-0.12379049274351271,0.4476729561476148,0.6211541683454845,0.49158597484139566,0.4969773312839971,1.0
0.3975234065859602,-0.12477110535477601,0.4333471873010572,0.5997899997745587,0.48285416899870565,0.5127843634291912,0.0
0.41242177333881364,-0.12526251588117485,0.4185801650879991,0.5760609974958405,0.4739417822102108,0.5301321323053058,0.5
